trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
578,False,"{'a': 0.5, 'e': 5.082085542731706e-126}",25,-7,54.148133898502536,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",0
579,False,"{'a': 0.5, 'e': 3.082440696949098e-126}",20,7,20.673537191842954,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 1.869594789445606e-126}",25,-34,56.293791403386514,"{0: 58, 1: 0, 2: 0, 3: 0, 4: 1}",0
581,False,"{'a': 0.5, 'e': 1.1339665610377455e-126}",20,-3,36.650063197555625,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",0
582,False,"{'a': 0.5, 'e': 6.8778548635829e-127}",25,-1,35.183231108954985,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 4.171629847816681e-127}",25,-11,62.886137257450955,"{0: 36, 1: 0, 2: 0, 3: 0, 4: 0}",0
584,False,"{'a': 0.5, 'e': 2.530221403673164e-127}",25,13,18.902002192655395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 1.5346568571889095e-127}",20,-3,35.91006511592591,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",0
586,False,"{'a': 0.5, 'e': 9.30816436023306e-128}",25,5,34.438907480671794,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 5.645687070125779e-128}",20,9,16.773084344023324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 3.424282303174474e-128}",20,12,13.159745761322329,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 2.0769322043867094e-128}",20,2,31.694857961449287,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 1.259723060105085e-128}",20,11,19.96936700912982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 7.640606587007545e-129}",25,15,14.969227825457939,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 4.6342621538223785e-129}",25,8,27.58935464792518,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 2.8108220814391768e-129}",20,9,19.936424002638745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 1.7048497713901412e-129}",20,2,25.1280859303537,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 1.0340436565521947e-129}",25,10,26.83448164558898,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 6.2717918118026634e-130}",35,20,25.0254881140035,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 3.804034025192962e-130}",25,-9,51.040986950318754,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 0}",0
598,False,"{'a': 0.5, 'e': 2.3072632668695915e-130}",20,-10,47.12828801893675,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
599,False,"{'a': 0.5, 'e': 1.3994259113851392e-130}",25,-24,75.6121629325575,"{0: 49, 1: 0, 2: 0, 3: 0, 4: 0}",0
600,False,"{'a': 0.5, 'e': 8.487947212513818e-131}",20,-26,77.15118824754191,"{0: 46, 1: 0, 2: 0, 3: 0, 4: 0}",0
601,False,"{'a': 0.5, 'e': 5.148200222412013e-131}",25,9,28.717555749394688,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 3.1225412772322846e-131}",20,13,9.903624335542538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 1.8939170208596268e-131}",20,-4,43.899883900495325,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",0
604,False,"{'a': 0.5, 'e': 1.1487187401029747e-131}",25,1,42.97655348919138,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 6.967331352589224e-132}",20,-21,73.80261074401464,"{0: 41, 1: 0, 2: 0, 3: 0, 4: 0}",0
606,False,"{'a': 0.5, 'e': 4.225900081722456e-132}",25,16,13.143015284361644,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 2.563137964446793e-132}",20,-42,104.77742165940144,"{0: 62, 1: 0, 2: 0, 3: 0, 4: 0}",0
608,False,"{'a': 0.5, 'e': 1.5546217605104098e-132}",35,21,25.710632751720453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 9.429257620059944e-133}",20,5,26.93660979252012,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 5.7191338448953336e-133}",20,9,22.04838081386698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 3.4688300239292162e-133}",25,3,36.47633034002328,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 2.1039517628447774e-133}",30,16,24.509921920482952,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 1.276111250721801e-133}",30,12,30.278150142956658,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 7.740005987670077e-134}",30,-16,31.902141236489904,"{0: 45, 1: 0, 2: 0, 3: 0, 4: 1}",0
615,False,"{'a': 0.5, 'e': 4.694550937881265e-134}",25,9,22.866335202839654,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 2.8473890774076853e-134}",30,20,15.344905085007445,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 1.72702877557863e-134}",25,5,30.302887788766967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 1.047495902594408e-134}",20,10,17.778114609084465,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 6.353383808468667e-135}",25,-47,126.63715205570858,"{0: 72, 1: 0, 2: 0, 3: 0, 4: 0}",0
620,False,"{'a': 0.5, 'e': 3.853522072758064e-135}",20,4,24.95253032269943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 2.337279285007143e-135}",35,13,34.7146000844534,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 1.4176315466680546e-135}",25,-35,108.63161878636768,"{0: 60, 1: 0, 2: 0, 3: 0, 4: 0}",0
623,False,"{'a': 0.5, 'e': 8.59836997230016e-136}",25,13,20.200290133992883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 5.2151750117525146e-136}",30,12,31.53105097346854,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 3.163163540395093e-136}",30,2,49.595479200444885,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 1.918555668934785e-136}",30,14,30.44690559488896,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 1.163662835574428e-136}",30,17,21.01881829431592,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 7.057971873440315e-137}",20,-9,46.93135316069356,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",0
629,False,"{'a': 0.5, 'e': 4.280876336630965e-137}",20,-11,53.225698690817325,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",0
630,False,"{'a': 0.5, 'e': 2.5964827486049807e-137}",20,13,13.584875490027478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 1.5748463944438505e-137}",20,8,22.08068495569335,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 9.551926225680909e-138}",25,-29,82.33255175761866,"{0: 54, 1: 0, 2: 0, 3: 0, 4: 0}",0
633,False,"{'a': 0.5, 'e': 5.793536115188646e-138}",30,18,24.973470342920457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 3.513957282014337e-138}",30,13,28.65339575630518,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 2.131322828462168e-138}",20,14,10.544042215774667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 1.2927126412077546e-138}",20,-12,47.035942842982415,"{0: 31, 1: 1, 2: 0, 3: 0, 4: 0}",0
637,False,"{'a': 0.5, 'e': 7.840698510906002e-139}",30,22,11.929749804953806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 4.75562404042768e-139}",20,4,24.990255672800068,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 2.88443178658586e-139}",20,11,17.2536709554568,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 1.7494963144140115e-139}",20,15,7.716315265238492,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 1.0611231537463512e-139}",20,15,10.98571559304922,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 6.436037264781245e-140}",20,0,32.02950393593427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 3.9036539281428613e-140}",30,-26,88.69538871623634,"{0: 56, 1: 0, 2: 0, 3: 0, 4: 0}",0
644,False,"{'a': 0.5, 'e': 2.3676857923263024e-140}",25,2,44.76568966194121,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 1.4360740256119015e-140}",20,-31,70.95928282943956,"{0: 51, 1: 0, 2: 0, 3: 0, 4: 0}",0
646,False,"{'a': 0.5, 'e': 8.710229261505638e-141}",20,10,20.505813027331566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 5.283021100229299e-141}",25,16,17.25516965117029,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 3.204314273197839e-141}",25,-8,60.14515015700027,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",0
649,False,"{'a': 0.5, 'e': 1.9435148500492928e-141}",30,14,23.32538086081011,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 1.1788013441616974e-141}",20,-5,43.57433513795047,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
651,False,"{'a': 0.5, 'e': 7.149791569445333e-142}",25,-23,84.1403663933721,"{0: 48, 1: 0, 2: 0, 3: 0, 4: 0}",0
652,False,"{'a': 0.5, 'e': 4.336567797423503e-142}",25,-19,77.11654478947358,"{0: 44, 1: 0, 2: 0, 3: 0, 4: 0}",0
653,False,"{'a': 0.5, 'e': 2.6302613270598386e-142}",30,17,22.294569766073877,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 1.5953341379182307e-142}",25,18,12.963826211962028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 9.676190671336298e-143}",20,9,17.18244824874143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 5.868906311390834e-143}",20,-8,44.97779527833973,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",0
657,False,"{'a': 0.5, 'e': 3.5596716168395205e-143}",20,-46,106.62398245231114,"{0: 66, 1: 0, 2: 0, 3: 0, 4: 0}",0
658,False,"{'a': 0.5, 'e': 2.159049974122011e-143}",20,-21,64.16576239422227,"{0: 41, 1: 0, 2: 0, 3: 0, 4: 0}",0
659,False,"{'a': 0.5, 'e': 1.3095300051567673e-143}",20,8,18.96263212034273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 7.942700979412223e-144}",20,6,24.206917162551324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 4.8174916649430757e-144}",25,-25,75.44144144537124,"{0: 50, 1: 0, 2: 0, 3: 0, 4: 0}",0
662,False,"{'a': 0.5, 'e': 2.921956397698036e-144}",25,11,27.340290005815106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 1.7722561415473398e-144}",30,-3,46.73897597368685,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",0
664,False,"{'a': 0.5, 'e': 1.0749276867124743e-144}",25,15,17.923390860634964,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 6.51976598965092e-145}",20,1,32.04879805517271,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 3.9544379668749624e-145}",20,12,11.834009254534003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 2.398487868841356e-145}",20,12,13.936992535828486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 1.454756429401096e-145}",25,3,37.9760808965371,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 8.823543768458417e-146}",30,3,48.184972659757605,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 5.351749822886379e-146}",25,-9,53.47043734348332,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 0}",0
671,False,"{'a': 0.5, 'e': 3.2460003506922445e-146}",30,13,27.456027256198475,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 1.9687987341328067e-146}",20,7,19.36084560698486,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 1.1941367950549688e-146}",25,16,13.866024081408066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 7.242805780918199e-147}",20,-16,59.49825679442403,"{0: 36, 1: 0, 2: 0, 3: 0, 4: 0}",0
675,False,"{'a': 0.5, 'e': 4.3929837684707906e-147}",20,14,11.632182237787633,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 2.664479343197479e-147}",25,11,25.682961955499437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 1.616088413820251e-147}",20,0,29.947478769997176,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 9.802071717883403e-148}",35,23,20.03198278816477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 5.9452570255983664e-148}",20,14,9.07883010662033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 3.605980665897346e-148}",20,-6,44.038066984635535,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",0
681,False,"{'a': 0.5, 'e': 2.1871378321977182e-148}",25,9,26.333182174502223,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 1.326566152245341e-148}",25,-15,65.99999221781565,"{0: 40, 1: 0, 2: 0, 3: 0, 4: 0}",0
683,False,"{'a': 0.5, 'e': 8.046030434738165e-149}",20,-15,54.161927994395654,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
684,False,"{'a': 0.5, 'e': 4.880164147649665e-149}",25,15,16.746787834815276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 2.959969179979893e-149}",20,-15,61.1691681477055,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.5, 'e': 1.7953120594622671e-149}",25,13,24.35502342999969,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 1.0889118078156954e-149}",20,-31,88.81781800424059,"{0: 51, 1: 0, 2: 0, 3: 0, 4: 0}",0
688,False,"{'a': 0.5, 'e': 6.6045839716333e-150}",30,9,33.8209787755762,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 4.00588267344223e-150}",30,-7,62.462978471620154,"{0: 37, 1: 0, 2: 0, 3: 0, 4: 0}",0
690,False,"{'a': 0.5, 'e': 2.4296906606543237e-150}",20,16,7.272933528299872,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 1.473681879304291e-150}",20,14,9.95228755405255,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 8.93833242460985e-151}",25,5,35.091394853114345,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 5.421372662229435e-151}",25,5,37.22919358995367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 3.288228737370055e-151}",20,16,7.124621757075365,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 1.994411545363099e-151}",20,-2,40.0039404043072,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
696,False,"{'a': 0.5, 'e': 1.2096717503475733e-151}",25,13,21.77238323864194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 7.337030047740496e-152}",20,-3,39.72373604165796,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",0
698,False,"{'a': 0.5, 'e': 4.4501336751874574e-152}",30,21,14.73266848529786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 2.6991425138208544e-152}",20,9,20.627847609308482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 1.6371126895661785e-152}",20,0,32.41196457250848,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 9.92959039626498e-153}",30,23,15.399823657276988,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 6.022601013722827e-153}",20,9,22.12509638837362,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 3.652892166039281e-153}",30,-26,89.16175295946022,"{0: 56, 1: 0, 2: 0, 3: 0, 4: 0}",0
704,False,"{'a': 0.5, 'e': 2.2155910953269156e-153}",20,8,19.607541442766145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 1.3438239287020702e-153}",20,-10,49.80292030496818,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
706,False,"{'a': 0.5, 'e': 8.150704140132895e-154}",25,18,9.945190579112909,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 4.9436519592372975e-154}",25,-3,46.867956465569726,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",0
708,False,"{'a': 0.5, 'e': 2.998476484225851e-154}",30,2,47.39603764131793,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 1.818667920110323e-154}",20,16,6.857426364780571,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 1.103077853382717e-154}",20,9,12.017748217877577,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 6.6905053812661495e-155}",35,22,25.517477859009155,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 4.057996642710282e-155}",20,14,11.483562900660203,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 2.4612993808147185e-155}",25,15,19.954992442428143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 1.4928535371958474e-155}",30,7,36.0336440058456,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 9.054614407697357e-156}",20,4,31.293766246842146,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 5.491901250144193e-156}",20,7,22.326900289328986,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 3.3310064883265936e-156}",25,-7,54.227424572609024,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",0
718,False,"{'a': 0.5, 'e': 2.0203575628717913e-156}",20,-15,49.91566111294573,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
719,False,"{'a': 0.5, 'e': 1.2254088054640357e-156}",30,-20,77.01878560196535,"{0: 50, 1: 0, 2: 0, 3: 0, 4: 0}",0
720,False,"{'a': 0.5, 'e': 7.432480111957717e-157}",30,16,23.925538064977793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 4.508027065606742e-157}",30,-11,63.35143630036027,"{0: 41, 1: 0, 2: 0, 3: 0, 4: 0}",0
722,False,"{'a': 0.5, 'e': 2.734256630104864e-157}",20,4,27.39565236442559,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 1.6584104776811452e-157}",20,-14,54.33346467358425,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 0}",0
724,False,"{'a': 0.5, 'e': 1.0058768011022885e-157}",25,18,12.455795974988995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 6.100951197622044e-158}",25,14,20.733280130816862,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 3.700413954768279e-158}",25,-40,106.26473912475923,"{0: 65, 1: 0, 2: 0, 3: 0, 4: 0}",0
727,False,"{'a': 0.5, 'e': 2.2444145171954394e-158}",25,20,9.54814376908466,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 1.3613062177831615e-158}",20,-14,59.457987815155185,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.5, 'e': 8.256739583429307e-159}",30,4,43.25305101038026,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 5.007965706612792e-159}",20,-44,102.04542372830149,"{0: 64, 1: 0, 2: 0, 3: 0, 4: 0}",0
731,False,"{'a': 0.5, 'e': 3.037484743850101e-159}",20,10,22.297153808152125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 1.842327625554461e-159}",20,-1,40.81571462227181,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 1.1174281901343568e-159}",30,10,30.332187039075666,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 6.777544573436854e-160}",20,-6,46.10701243806286,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",0
735,False,"{'a': 0.5, 'e': 4.110788581358434e-160}",25,15,19.478246958209134,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 2.4933193101904913e-160}",20,12,17.4471985437489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.5, 'e': 1.5122746060840868e-160}",25,8,33.01414721400842,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 9.17240914494844e-161}",35,-100,215.23450545070415,"{0: 135, 1: 0, 2: 0, 3: 0, 4: 0}",0
739,False,"{'a': 0.5, 'e': 5.5633473698397695e-161}",30,7,32.65944638985337,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 3.374340750439459e-161}",25,9,25.241700114606946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 2.0466411214592676e-161}",25,-48,125.68874039180244,"{0: 73, 1: 0, 2: 0, 3: 0, 4: 0}",0
742,False,"{'a': 0.5, 'e': 1.2413505895936936e-161}",25,16,20.311186802328486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 7.529171920409294e-162}",20,15,9.763183149303588,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 4.566673611975684e-162}",30,14,19.19428876010322,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 2.7698275585638865e-162}",25,13,19.98897499382648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 1.6799853363859867e-162}",25,6,25.40957374438905,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 1.0189626143857429e-162}",25,-5,42.02964185981662,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
748,False,"{'a': 0.5, 'e': 6.180320667258944e-163}",20,12,17.8823928225343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 3.7485539715481897e-163}",20,-14,51.05548863755525,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 0}",0
750,False,"{'a': 0.5, 'e': 2.2736129133315356e-163}",30,22,10.646184695458482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 1.3790159402541388e-163}",20,-3,39.452074074312435,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",0
752,False,"{'a': 0.5, 'e': 8.364154479965802e-164}",20,0,30.77777570085384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 5.0731161346720364e-164}",25,-28,82.1668526927598,"{0: 53, 1: 0, 2: 0, 3: 0, 4: 0}",0
754,False,"{'a': 0.5, 'e': 3.0770004759614354e-164}",20,-13,50.53651874781151,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",0
755,False,"{'a': 0.5, 'e': 1.8662951286209762e-164}",20,9,22.00790442780859,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 1.1319652155809548e-164}",25,-17,80.22916145379226,"{0: 42, 1: 0, 2: 0, 3: 0, 4: 0}",0
